,Timestamp,"//*[@data-item-id=""32441701""]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" home-minimal_cards-info_component__root "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" home-minimal_cards-info_component__linkArea "")][1]_RELOC",class namehome-minimal_cards-info_component__linkArea_SEL,xpath//html/body/section/section[5]/div/div/div/div[4]/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-autosuggest_component__searchBtnLabel "")]_RELOC",class nameshared-autosuggest_component__searchBtnLabel_SEL,xpath//html/body/section/section/div/div/form/div/input/button/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-global_header-mobile_menu_component__offCanvasLeftContainer "")]/*[@data-controller=""toggler""][10]_RELOC",xpath//html/body/div[2]/div/div[2]/div[2]/template/div/div/div[12]_SEL,"//*[@data-impression-name=""The7 — Website and eCommerce Builder for WordPress""]_RELOC",class nameshared-item_cards-grid-image_card_component__root_SEL,xpath//html/body/section/section[8]/div/ul/li[4]/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-global_header-our_products_component__navFooter "")]_RELOC",class nameshared-global_header-our_products_component__navFooter_SEL,xpath//html/body/div[2]/div/div/div/nav/div/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-featured_author_block_component__grid "")]//*[@data-impression-position=""1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-item_cards-grid-image_card_component__content "")][1]_RELOC",class nameshared-item_cards-grid-image_card_component__content_SEL,xpath//html/body/section/section[7]/div/ul/li[2]/div/div/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-show_content__root "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" home-items_showcase_block_component__root "")][1]//*[@data-impression-position=""1""]_RELOC",xpath//html/body/section/section[4]/div/ul/li[2]/div/div/div_SEL,"//*[@role=""group""]_RELOC",class nameshared-audio_player_component__waveformContainer_SEL,"xpath//*[@id=""free-items-section""]/div/div/div[5]/div/div/div/div/div/div_SEL","//*[@data-impression-name=""Hotline | Call Center and Telemarketing HTML Template""]//*[@style=""padding-bottom: 50.847457627118644%""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-item_cards-preview_image_component__nextButton "")][1]_RELOC",class nameshared-item_cards-preview_image_component__nextButton_SEL,xpath//html/body/section/section[6]/div/div[3]/div/div/div[4]/div/div/div/div/div/button[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-elements_items_block_component__items "")]/div[6]_RELOC",class namehome-elements_items_block_component__item_SEL,xpath//html/body/section/section[9]/div/div[2]/div[6]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-global_header-markets_nav_component__headerBottomWrapper "")]_RELOC",class nameshared-global_header-markets_nav_component__headerBottomWrapper_SEL,xpath//html/body/div[2]/div/div[3]_SEL,"//*[@data-impression-name=""The7 — Website and eCommerce Builder for WordPress""]//*[@style=""padding-top: 50.847457627118644%;""]_RELOC",class nameshared-item_cards-grid-image_card_component__gradient_SEL,xpath//html/body/section/section[8]/div/ul/li[4]/div/div/div/div/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-csat_survey_component__closeButton "")]_RELOC",class nameshared-csat_survey_component__closeButton_SEL,xpath//html/body/div[10]/div_SEL,"//*[@data-controller=""analytics-page-view-end""]_RELOC",xpath//html/body/div[7]_SEL,"//*[@aria-label=""Rated 4.81 out of 5, 6.8K reviews""]/span[1]_RELOC",class nameshared-stars_rating_component__star_SEL,xpath//html/body/section/section[8]/div/ul/li[3]/div/div/div/div[2]/div[2]/div/div[2]/div/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-category_tiles_block_component__tiles "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" home-category_tile_component__root "")][6]_RELOC",class namehome-category_tile_component__root_SEL,xpath//html/body/section/section[2]/div/div/div[6]_SEL,"//*[@data-impression-name=""Enftx -  NFT Admin Dashboard React, Nextjs App + Dark & Light""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-item_cards-grid-image_card_component__content "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-item_cards-grid-image_card_component__footer "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" shared-item_cards-grid-image_card_component__footerContent "")][1]_RELOC",class nameshared-item_cards-grid-image_card_component__footerContent_SEL,xpath//html/body/section/section[7]/div/ul/li[3]/div/div/div[2]/div[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-featured_author_block_component__author "")]_RELOC",class namehome-featured_author_block_component__author_SEL,xpath//html/body/section/section[7]/div/ul/li/header/div/div_SEL,"//*[@action=""/all/20220308231328/https://themeforest.net/my/favorites/5556590""]/*[@type=""hidden""][1]_RELOC",name_method_SEL,xpath//html/body/section/section[8]/div/ul/li[4]/div/div/div/div/div[2]/div/div/form/input_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-category_tiles_block_component__tiles "")]/div[3]/div[1]/p[1]_RELOC",class namehome-category_tile_component__tileSubtitle_SEL,xpath//html/body/section/section[2]/div/div/div[3]/div/p_SEL
21,20220329220152,1,8,3,1,1,0,0,0,0,19,1,1,1,0,1,19,1,1,1,1,1,1,0,5,1,1,6,1,1,1,0,0,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
22,20220330223436,1,8,3,1,1,0,0,0,0,19,1,1,1,0,1,19,1,1,1,1,1,0,0,5,1,1,6,1,1,1,0,0,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
23,20220331232231,1,8,3,1,1,0,0,0,0,19,1,1,1,0,1,19,1,1,1,1,1,1,0,7,1,1,6,1,1,1,0,0,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
24,20220401222720,1,8,3,1,1,0,0,0,0,19,1,1,1,0,1,19,1,1,1,1,1,0,0,7,1,1,6,1,1,1,0,0,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
25,20220402230937,1,8,3,1,1,0,0,0,0,19,1,1,1,0,1,19,1,1,1,1,1,0,0,6,0,1,6,1,1,1,0,0,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
26,20220403235515,1,8,3,1,1,0,0,0,0,19,1,1,1,0,1,19,1,1,1,1,1,0,0,6,0,1,6,1,1,1,0,0,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
27,20220404225002,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,5,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
28,20220405211939,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,5,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
29,20220406214801,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,7,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
30,20220407162753,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,1,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
31,20220408223928,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,5,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
32,20220409235726,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,4,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
33,20220410210926,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,4,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
34,20220411215223,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,4,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
35,20220412222742,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,5,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
36,20220413224720,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,4,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
37,20220414232701,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,1,1,0,0,3,1,1,6,1,1,1,1,1,19,2,1,1,2,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
38,20220415235556,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,2,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
39,20220416214903,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,2,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
40,20220417221442,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,0,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
41,20220418234415,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,5,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
42,20220419235025,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,7,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
43,20220420112151,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,7,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
44,20220421165111,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,1,1,0,0,4,0,1,6,1,1,1,1,1,19,2,1,1,2,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
45,20220422222545,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,3,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
46,20220423223036,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,1,1,0,0,3,0,1,6,1,1,1,1,1,19,2,1,1,2,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
47,20220424212818,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,2,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
48,20220425183432,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,1,1,0,0,6,0,1,6,1,1,1,1,1,19,2,1,1,2,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
49,20220426210016,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,10,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
50,20220427155152,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,8,0,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
51,20220428162450,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,8,1,1,6,1,1,1,0,1,19,2,1,1,0,1,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
52,20220429234316,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,1,1,0,0,8,1,1,6,1,1,1,1,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
53,20220430231042,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,8,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
54,20220501225837,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,1,1,0,0,8,1,1,6,1,1,1,1,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
55,20220502182853,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,1,0,11,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
56,20220503190023,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,8,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
57,20220504203502,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,8,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
58,20220505235708,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,8,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
59,20220506221257,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,6,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
60,20220507221432,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,1,1,0,0,7,1,1,6,1,1,1,1,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
61,20220508214856,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,7,0,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
62,20220509220717,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,5,0,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,17,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
63,20220510225342,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,1,1,0,0,4,0,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,13,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
64,20220511233911,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,3,1,1,0,4,0,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,13,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
65,20220512214144,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,3,1,1,0,2,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,13,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
66,20220513233320,1,8,3,1,1,0,0,0,1,19,1,1,1,1,1,19,1,1,1,3,1,1,0,3,0,1,6,1,1,1,1,1,19,2,1,1,0,0,1,0,13,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
67,20220514225205,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,5,1,0,0,3,1,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,13,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
68,20220515233800,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,5,1,0,0,3,0,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,13,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
69,20220516225231,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,7,1,0,0,2,0,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,13,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
70,20220517221209,1,8,3,1,1,0,0,0,1,19,1,1,1,0,1,19,1,1,1,7,1,0,0,4,0,1,6,1,1,1,0,1,19,2,1,1,0,0,1,0,16,1,1,6,1,0,19,2,1,1,1,0,19,1,1,6,1
